id;code;description
36742;8-860.21;Autogene Stammzelltherapie: Paraurethrale Stammzelltherapie: Mit Anreicherung von Stammzellfraktionen und/oder kultureller Vermehrung
36743;8-860.3;Autogene Stammzelltherapie: Ossäre Stammzelltherapie
36744;8-860.30;Autogene Stammzelltherapie: Ossäre Stammzelltherapie: Ohne Anreicherung von Stammzellfraktionen oder kulturelle Vermehrung
36745;8-860.31;Autogene Stammzelltherapie: Ossäre Stammzelltherapie: Mit Anreicherung von Stammzellfraktionen und/oder kultureller Vermehrung
36746;8-860.4;Autogene Stammzelltherapie: Periphere (intraarterielle und/oder intramuskuläre) Stammzelltherapie
36747;8-860.x;Autogene Stammzelltherapie: Sonstige
36748;8-860.y;Autogene Stammzelltherapie: N.n.bez.
36749;8-861;Entnahme
36750;8-861.0;Entnahme
36751;8-861.00;Entnahme
36752;8-861.01;Entnahme
36753;8-861.0x;Entnahme
36754;8-861.1;Entnahme
36755;8-862;Hepatozytentransplantation
36756;8-862.0;Hepatozytentransplantation: Allogen
36757;8-862.1;Hepatozytentransplantation: Autogen
36758;8-863;Allogene Stammzelltherapie
36759;8-863.0;Allogene Stammzelltherapie: Periphere mesenchymale Stammzelltherapie
36760;8-863.00;Allogene Stammzelltherapie: Periphere mesenchymale Stammzelltherapie: Mit Stammzellen aus Knochenmark oder Blut
36761;8-863.01;Allogene Stammzelltherapie: Periphere mesenchymale Stammzelltherapie: Mit Stammzellen aus Fettgewebe
36762;8-863.02;Allogene Stammzelltherapie: Periphere mesenchymale Stammzelltherapie: Mit Stammzellen aus Hautgewebe
36763;8-863.0x;Allogene Stammzelltherapie: Periphere mesenchymale Stammzelltherapie: Sonstige
36764;8-900;Intravenöse Anästhesie
36765;8-901;Inhalationsanästhesie
36766;8-902;Balancierte Anästhesie
36767;8-903;(Analgo-)Sedierung
36768;8-910;Epidurale Injektion und Infusion zur Schmerztherapie
36769;8-911;Subarachnoidale Injektion und Infusion zur Schmerztherapie
36770;8-913;Injektion eines Medikamentes an extrakranielle Hirnnerven zur Schmerztherapie
36771;8-914;Injektion eines Medikamentes an Nervenwurzeln und wirbelsäulennahe Nerven zur Schmerztherapie
36772;8-914.0;Injektion eines Medikamentes an Nervenwurzeln und wirbelsäulennahe Nerven zur Schmerztherapie: Ohne bildgebende Verfahren
36773;8-914.00;Injektion eines Medikamentes an Nervenwurzeln und wirbelsäulennahe Nerven zur Schmerztherapie: Ohne bildgebende Verfahren: An der Halswirbelsäule
36774;8-914.01;Injektion eines Medikamentes an Nervenwurzeln und wirbelsäulennahe Nerven zur Schmerztherapie: Ohne bildgebende Verfahren: An der Brustwirbelsäule
36775;8-914.02;Injektion eines Medikamentes an Nervenwurzeln und wirbelsäulennahe Nerven zur Schmerztherapie: Ohne bildgebende Verfahren: An der Lendenwirbelsäule
36776;8-914.0x;Injektion eines Medikamentes an Nervenwurzeln und wirbelsäulennahe Nerven zur Schmerztherapie: Ohne bildgebende Verfahren: Sonstige
36777;8-914.1;Injektion eines Medikamentes an Nervenwurzeln und wirbelsäulennahe Nerven zur Schmerztherapie: Mit bildgebenden Verfahren
36778;8-914.10;Injektion eines Medikamentes an Nervenwurzeln und wirbelsäulennahe Nerven zur Schmerztherapie: Mit bildgebenden Verfahren: An der Halswirbelsäule
36779;8-914.11;Injektion eines Medikamentes an Nervenwurzeln und wirbelsäulennahe Nerven zur Schmerztherapie: Mit bildgebenden Verfahren: An der Brustwirbelsäule
36780;8-914.12;Injektion eines Medikamentes an Nervenwurzeln und wirbelsäulennahe Nerven zur Schmerztherapie: Mit bildgebenden Verfahren: An der Lendenwirbelsäule
36781;8-914.1x;Injektion eines Medikamentes an Nervenwurzeln und wirbelsäulennahe Nerven zur Schmerztherapie: Mit bildgebenden Verfahren: Sonstige
36782;8-915;Injektion und Infusion eines Medikamentes an andere periphere Nerven zur Schmerztherapie
36783;8-916;Injektion eines Medikamentes an das sympathische Nervensystem zur Schmerztherapie
36784;8-916.0;Injektion eines Medikamentes an das sympathische Nervensystem zur Schmerztherapie: Ohne bildgebende Verfahren
36785;8-916.00;Injektion eines Medikamentes an das sympathische Nervensystem zur Schmerztherapie: Ohne bildgebende Verfahren: Am zervikalen Grenzstrang
36786;8-916.01;Injektion eines Medikamentes an das sympathische Nervensystem zur Schmerztherapie: Ohne bildgebende Verfahren: Am thorakalen Grenzstrang
36787;8-916.02;Injektion eines Medikamentes an das sympathische Nervensystem zur Schmerztherapie: Ohne bildgebende Verfahren: Am lumbalen Grenzstrang
36788;8-916.03;Injektion eines Medikamentes an das sympathische Nervensystem zur Schmerztherapie: Ohne bildgebende Verfahren: An den prävertebralen Ganglien (Plexus coeliacus
36789;8-916.0x;Injektion eines Medikamentes an das sympathische Nervensystem zur Schmerztherapie: Ohne bildgebende Verfahren: Sonstige
36790;8-916.1;Injektion eines Medikamentes an das sympathische Nervensystem zur Schmerztherapie: Mit bildgebenden Verfahren
36791;8-916.10;Injektion eines Medikamentes an das sympathische Nervensystem zur Schmerztherapie: Mit bildgebenden Verfahren: Am zervikalen Grenzstrang
36792;8-916.11;Injektion eines Medikamentes an das sympathische Nervensystem zur Schmerztherapie: Mit bildgebenden Verfahren: Am thorakalen Grenzstrang
36793;8-916.12;Injektion eines Medikamentes an das sympathische Nervensystem zur Schmerztherapie: Mit bildgebenden Verfahren: Am lumbalen Grenzstrang
36794;8-916.13;Injektion eines Medikamentes an das sympathische Nervensystem zur Schmerztherapie: Mit bildgebenden Verfahren: An den prävertebralen Ganglien (Plexus coeliacus
36795;8-916.1x;Injektion eines Medikamentes an das sympathische Nervensystem zur Schmerztherapie: Mit bildgebenden Verfahren: Sonstige
36796;8-917;Injektion eines Medikamentes in Gelenke der Wirbelsäule zur Schmerztherapie
36797;8-917.0;Injektion eines Medikamentes in Gelenke der Wirbelsäule zur Schmerztherapie: Ohne bildgebende Verfahren
36798;8-917.00;Injektion eines Medikamentes in Gelenke der Wirbelsäule zur Schmerztherapie: Ohne bildgebende Verfahren: An den Kopfgelenken
36799;8-917.01;Injektion eines Medikamentes in Gelenke der Wirbelsäule zur Schmerztherapie: Ohne bildgebende Verfahren: An den Gelenken der Halswirbelsäule
36800;8-917.02;Injektion eines Medikamentes in Gelenke der Wirbelsäule zur Schmerztherapie: Ohne bildgebende Verfahren: An den Gelenken der Brustwirbelsäule
36801;8-917.03;Injektion eines Medikamentes in Gelenke der Wirbelsäule zur Schmerztherapie: Ohne bildgebende Verfahren: An den Gelenken der Lendenwirbelsäule
36802;8-917.0x;Injektion eines Medikamentes in Gelenke der Wirbelsäule zur Schmerztherapie: Ohne bildgebende Verfahren: Sonstige
36803;8-917.1;Injektion eines Medikamentes in Gelenke der Wirbelsäule zur Schmerztherapie: Mit bildgebenden Verfahren
36804;8-917.10;Injektion eines Medikamentes in Gelenke der Wirbelsäule zur Schmerztherapie: Mit bildgebenden Verfahren: An den Kopfgelenken
36805;8-917.11;Injektion eines Medikamentes in Gelenke der Wirbelsäule zur Schmerztherapie: Mit bildgebenden Verfahren: An den Gelenken der Halswirbelsäule
36806;8-917.12;Injektion eines Medikamentes in Gelenke der Wirbelsäule zur Schmerztherapie: Mit bildgebenden Verfahren: An den Gelenken der Brustwirbelsäule
36807;8-917.13;Injektion eines Medikamentes in Gelenke der Wirbelsäule zur Schmerztherapie: Mit bildgebenden Verfahren: An den Gelenken der Lendenwirbelsäule
36808;8-917.1x;Injektion eines Medikamentes in Gelenke der Wirbelsäule zur Schmerztherapie: Mit bildgebenden Verfahren: Sonstige
36809;8-918;Interdisziplinäre multimodale Schmerztherapie
36810;8-918.0;Interdisziplinäre multimodale Schmerztherapie: Mindestens 7 bis höchstens 13 Behandlungstage
36811;8-918.00;Interdisziplinäre multimodale Schmerztherapie: Mindestens 7 bis höchstens 13 Behandlungstage: Bis zu 20 Therapieeinheiten
36812;8-918.01;Interdisziplinäre multimodale Schmerztherapie: Mindestens 7 bis höchstens 13 Behandlungstage: Mindestens 21 Therapieeinheiten
36813;8-918.02;Interdisziplinäre multimodale Schmerztherapie: Mindestens 7 bis höchstens 13 Behandlungstage: Mindestens 21 Therapieeinheiten
36814;8-918.1;Interdisziplinäre multimodale Schmerztherapie: Mindestens 14 bis höchstens 20 Behandlungstage
36815;8-918.10;Interdisziplinäre multimodale Schmerztherapie: Mindestens 14 bis höchstens 20 Behandlungstage: Bis zu 41 Therapieeinheiten
36816;8-918.11;Interdisziplinäre multimodale Schmerztherapie: Mindestens 14 bis höchstens 20 Behandlungstage: Mindestens 42 bis höchstens 55 Therapieeinheiten
36817;8-918.12;Interdisziplinäre multimodale Schmerztherapie: Mindestens 14 bis höchstens 20 Behandlungstage: Mindestens 42 bis höchstens 55 Therapieeinheiten
36818;8-918.13;Interdisziplinäre multimodale Schmerztherapie: Mindestens 14 bis höchstens 20 Behandlungstage: Mindestens 56 Therapieeinheiten
36819;8-918.14;Interdisziplinäre multimodale Schmerztherapie: Mindestens 14 bis höchstens 20 Behandlungstage: Mindestens 56 Therapieeinheiten
36820;8-918.2;Interdisziplinäre multimodale Schmerztherapie: Mindestens 21 Behandlungstage
36821;8-918.20;Interdisziplinäre multimodale Schmerztherapie: Mindestens 21 Behandlungstage: Bis zu 83 Therapieeinheiten
36822;8-918.21;Interdisziplinäre multimodale Schmerztherapie: Mindestens 21 Behandlungstage: Mindestens 84 Therapieeinheiten
36823;8-918.22;Interdisziplinäre multimodale Schmerztherapie: Mindestens 21 Behandlungstage: Mindestens 84 Therapieeinheiten
36824;8-919;Komplexe Akutschmerzbehandlung
36825;8-91b;Interdisziplinäre multimodale schmerztherapeutische Kurzzeitbehandlung
36826;8-91c;Teilstationäre interdisziplinäre multimodale Schmerztherapie
36827;8-91c.0;Teilstationäre interdisziplinäre multimodale Schmerztherapie: Basisbehandlung
36828;8-91c.00;Teilstationäre interdisziplinäre multimodale Schmerztherapie: Basisbehandlung: Zwei übende oder sonstige Verfahren
36829;8-91c.01;Teilstationäre interdisziplinäre multimodale Schmerztherapie: Basisbehandlung: Zwei Verfahren
36830;8-91c.02;Teilstationäre interdisziplinäre multimodale Schmerztherapie: Basisbehandlung: Zwei Verfahren
36831;8-91c.1;Teilstationäre interdisziplinäre multimodale Schmerztherapie: Umfassende Behandlung
36832;8-91c.10;Teilstationäre interdisziplinäre multimodale Schmerztherapie: Umfassende Behandlung: Drei übende oder sonstige Verfahren
36833;8-91c.11;Teilstationäre interdisziplinäre multimodale Schmerztherapie: Umfassende Behandlung: Drei Verfahren
36834;8-91c.12;Teilstationäre interdisziplinäre multimodale Schmerztherapie: Umfassende Behandlung: Drei Verfahren
36835;8-91c.2;Teilstationäre interdisziplinäre multimodale Schmerztherapie: Intensivbehandlung
36836;8-91c.20;Teilstationäre interdisziplinäre multimodale Schmerztherapie: Intensivbehandlung: Vier oder mehr übende oder sonstige Verfahren
36837;8-91c.21;Teilstationäre interdisziplinäre multimodale Schmerztherapie: Intensivbehandlung: Vier oder mehr Verfahren
36838;8-91c.22;Teilstationäre interdisziplinäre multimodale Schmerztherapie: Intensivbehandlung: Vier oder mehr Verfahren
36839;8-91c.23;Teilstat. interdiszipl. multimodale Schmerztherapie: Intensivbehandlung: Vier oder mehr Verfahren
36840;8-920;EEG-Monitoring (mindestens 2 Kanäle) für mehr als 24 h
36841;8-921;Monitoring mittels evozierter Potenziale
36842;8-923;Monitoring der hirnvenösen Sauerstoffsättigung
36843;8-923.0;Monitoring der hirnvenösen Sauerstoffsättigung: Invasiv
36844;8-923.1;Monitoring der hirnvenösen Sauerstoffsättigung: Nicht invasiv
36845;8-924;Invasives neurologisches Monitoring
36846;8-925;Intraoperatives neurophysiologisches Monitoring
36847;8-925.0;Intraoperatives neurophysiologisches Monitoring: Bis 4 Stunden
36848;8-925.00;Intraoperatives neurophysiologisches Monitoring: Bis 4 Stunden: Mit Stimulationselektroden
36849;8-925.01;Intraoperatives neurophysiologisches Monitoring: Bis 4 Stunden: Mit evozierten Potenzialen (AEP
36850;8-925.02;Intraoperatives neurophysiologisches Monitoring: Bis 4 Stunden: Mit weniger als 8 kortikalen Elektroden (Elektrokortikographie
36851;8-925.03;Intraoperatives neurophysiologisches Monitoring: Bis 4 Stunden: Mit weniger als 8 kortikalen Elektroden (Elektrokortikographie
36852;8-925.04;Intraoperatives neurophysiologisches Monitoring: Bis 4 Stunden: Mit 8 oder mehr kortikalen Elektroden (Elektrokortikographie
36853;8-925.0x;Intraoperatives neurophysiologisches Monitoring: Bis 4 Stunden: Sonstige
36854;8-925.2;Intraoperatives neurophysiologisches Monitoring: Mehr als 4 Stunden bis 8 Stunden
36855;8-925.20;Intraoperatives neurophysiologisches Monitoring: Mehr als 4 Stunden bis 8 Stunden: Mit Stimulationselektroden
36856;8-925.21;Intraoperatives neurophysiologisches Monitoring: Mehr als 4 Stunden bis 8 Stunden: Mit evozierten Potenzialen (AEP
36857;8-925.22;Intraoperatives neurophysiologisches Monitoring: Mehr als 4 Stunden bis 8 Stunden: Mit weniger als 8 kortikalen Elektroden (Elektrokortikographie
36858;8-925.23;Intraoperatives neurophysiologisches Monitoring: Mehr als 4 Stunden bis 8 Stunden: Mit weniger als 8 kortikalen Elektroden (Elektrokortikographie
36859;8-925.24;Intraoperatives neurophysiologisches Monitoring: Mehr als 4 Stunden bis 8 Stunden: Mit 8 oder mehr kortikalen Elektroden (Elektrokortikographie
36860;8-925.2x;Intraoperatives neurophysiologisches Monitoring: Mehr als 4 Stunden bis 8 Stunden: Sonstige
36861;8-925.3;Intraoperatives neurophysiologisches Monitoring: Mehr als 8 Stunden bis 12 Stunden
36862;8-925.30;Intraoperatives neurophysiologisches Monitoring: Mehr als 8 Stunden bis 12 Stunden: Mit Stimulationselektroden
36863;8-925.31;Intraoperatives neurophysiologisches Monitoring: Mehr als 8 Stunden bis 12 Stunden: Mit evozierten Potenzialen (AEP
36864;8-925.32;Intraoperatives neurophysiologisches Monitoring: Mehr als 8 Stunden bis 12 Stunden: Mit weniger als 8 kortikalen Elektroden (Elektrokortikographie
36865;8-925.33;Intraoperatives neurophysiologisches Monitoring: Mehr als 8 Stunden bis 12 Stunden: Mit weniger als 8 kortikalen Elektroden (Elektrokortikographie
36866;8-925.34;Intraoperatives neurophysiologisches Monitoring: Mehr als 8 Stunden bis 12 Stunden: Mit 8 oder mehr kortikalen Elektroden (Elektrokortikographie
36867;8-925.3x;Intraoperatives neurophysiologisches Monitoring: Mehr als 8 Stunden bis 12 Stunden: Sonstige
36868;8-925.4;Intraoperatives neurophysiologisches Monitoring: Mehr als 12 Stunden
36869;8-925.40;Intraoperatives neurophysiologisches Monitoring: Mehr als 12 Stunden: Mit Stimulationselektroden
36870;8-925.41;Intraoperatives neurophysiologisches Monitoring: Mehr als 12 Stunden: Mit evozierten Potenzialen (AEP
36871;8-925.42;Intraoperatives neurophysiologisches Monitoring: Mehr als 12 Stunden: Mit weniger als 8 kortikalen Elektroden (Elektrokortikographie
36872;8-925.43;Intraoperatives neurophysiologisches Monitoring: Mehr als 12 Stunden: Mit weniger als 8 kortikalen Elektroden (Elektrokortikographie
36873;8-925.44;Intraoperatives neurophysiologisches Monitoring: Mehr als 12 Stunden: Mit 8 oder mehr kortikalen Elektroden (Elektrokortikographie
36874;8-925.4x;Intraoperatives neurophysiologisches Monitoring: Mehr als 12 Stunden: Sonstige
36875;8-930;Monitoring von Atmung
36876;8-931;Monitoring von Atmung
36877;8-931.0;Monitoring von Atmung
36878;8-931.1;Monitoring von Atmung
36879;8-932;Monitoring von Atmung
36880;8-933;Funkgesteuerte kardiologische Telemetrie
36881;8-934;Teilstationäre Beobachtung bei Vergiftungen unbekannten Ausmaßes bei Kindern
36882;8-971;Multimodale dermatologische Komplexbehandlung
36883;8-971.0;Multimodale dermatologische Komplexbehandlung: Ganzkörper-Dermatotherapie (mindestens 2 x tägl.)
36884;8-971.1;Multimodale dermatologische Komplexbehandlung: Ganzkörper-Dermatotherapie (mindestens 2 x tägl.)
36885;8-971.2;Multimodale dermatologische Komplexbehandlung: Ganzkörper-Dermatotherapie (mindestens 2 x tägl.)
36886;8-971.3;Multimodale dermatologische Komplexbehandlung: Ganzkörper-Dermatotherapie (mind. 2 x tägl.)
36887;8-971.4;Multimodale dermatol. Komplexbehandl.: Ganzkörper-Dermatotherapie (mind. 2xtägl.)
36888;8-971.x;Multimodale dermatologische Komplexbehandlung: Sonstige
36889;8-971.y;Multimodale dermatologische Komplexbehandlung: N.n.bez.
36890;8-972;Komplexbehandlung bei schwerbehandelbarer Epilepsie
36891;8-972.0;Komplexbehandlung bei schwerbehandelbarer Epilepsie: Mindestens 7 bis höchstens 13 Behandlungstage
36892;8-972.1;Komplexbehandlung bei schwerbehandelbarer Epilepsie: Mindestens 14 bis höchstens 20 Behandlungstage
36893;8-972.2;Komplexbehandlung bei schwerbehandelbarer Epilepsie: Mindestens 21 Behandlungstage
36894;8-973;Komplexbehandlung bei Spina bifida
36895;8-974;Multimodale Komplexbehandlung bei sonstiger chronischer Erkrankung
36896;8-974.0;Multimodale Komplexbehandlung bei sonstiger chronischer Erkrankung: Mindestens 7 bis höchstens 13 Behandlungstage
36897;8-974.1;Multimodale Komplexbehandlung bei sonstiger chronischer Erkrankung: Mindestens 14 bis höchstens 20 Behandlungstage
36898;8-974.2;Multimodale Komplexbehandlung bei sonstiger chronischer Erkrankung: Mindestens 21 Behandlungstage
36899;8-975;Naturheilkundliche und anthroposophisch-medizinische Komplexbehandlung
36900;8-975.2;Naturheilkundliche und anthroposophisch-medizinische Komplexbehandlung: Naturheilkundliche Komplexbehandlung
36901;8-975.22;Naturheilkundliche Komplexbehandlung: Mind. 7 bis höchstens 13 Behandlungstage und weniger als 1.680 Behandlungsminuten
36902;8-975.23;Naturheilkundliche Komplexbehandlung: Mind. 14 bis höchstens 20 Behandlungstage und weniger als 2.520 Behandlungsmin. oder mind. 10 bis höchstens 13 Behandlungstage und mind. 1.680 Behandlungsmin.
36903;8-975.24;Naturheilkundliche Komplexbehandlung: Mind. 21 Behandlungstage oder mind. 14 Behandlungstage und mind. 2.520 Behandlungsminuten
36904;8-975.3;Naturheilkundliche und anthroposophisch-medizinische Komplexbehandlung: Anthroposophisch-medizinische Komplexbehandlung
36905;8-976;Komplexbehandlung bei Querschnittlähmung
36906;8-976.0;Komplexbehandlung bei Querschnittlähmung: Umfassende Erstbehandlung
36907;8-976.00;Komplexbehandlung bei Querschnittlähmung: Umfassende Erstbehandlung: Bis 99 Behandlungstage
36908;8-976.01;Komplexbehandlung bei Querschnittlähmung: Umfassende Erstbehandlung: Mindestens 100 bis höchstens 199 Behandlungstage
36909;8-976.02;Komplexbehandlung bei Querschnittlähmung: Umfassende Erstbehandlung: Mindestens 200 bis höchstens 299 Behandlungstage
36910;8-976.03;Komplexbehandlung bei Querschnittlähmung: Umfassende Erstbehandlung: Mindestens 300 Behandlungstage
36911;8-976.1;Komplexbehandlung bei Querschnittlähmung: Behandlung aufgrund direkter oder assoziierter Folgen
36912;8-976.10;Komplexbehandlung bei Querschnittlähmung: Behandlung aufgrund direkter oder assoziierter Folgen: Bis 17 Behandlungstage
36913;8-976.11;Komplexbehandlung bei Querschnittlähmung: Behandlung aufgrund direkter oder assoziierter Folgen: Mindestens 18 bis höchstens 49 Behandlungstage
36914;8-976.12;Komplexbehandlung bei Querschnittlähmung: Behandlung aufgrund direkter oder assoziierter Folgen: Mindestens 50 bis höchstens 99 Behandlungstage
36915;8-976.13;Komplexbehandlung bei Querschnittlähmung: Behandlung aufgrund direkter oder assoziierter Folgen: Mindestens 100 Behandlungstage
36916;8-976.2;Komplexbehandlung bei Querschnittlähmung: Behandlung aufgrund lebenslanger Nachsorge (Check)
